id,user_id,module_id,question_id,difficulty,is_correct,time_taken,attempted_at
339,1,22,6014,easy,0,3.0,2025-08-20 21:53:59
340,1,22,5701,easy,0,3.0,2025-08-20 21:53:59
341,1,22,5799,easy,1,769.0,2025-08-20 22:07:32
342,1,22,5737,medium,0,4.0,2025-08-20 22:07:32
343,1,22,5743,easy,0,2.0,2025-08-20 22:07:32
344,1,22,6023,easy,1,2.0,2025-08-20 22:07:32
345,1,22,6043,medium,0,3.0,2025-08-20 22:07:32
346,1,22,6063,easy,1,3.0,2025-08-20 22:07:32
347,1,22,6029,medium,0,3.0,2025-08-20 22:07:32
348,1,22,5976,easy,0,5.0,2025-08-20 22:07:32
349,1,22,5760,easy,0,4.0,2025-08-20 22:07:32
350,1,22,5906,easy,1,4.0,2025-08-20 22:07:32
351,1,22,6014,easy,0,2.0,2025-08-20 22:10:18
352,1,22,5761,easy,0,2.0,2025-08-20 22:10:18
353,1,22,5664,easy,0,2.0,2025-08-20 22:10:18
354,1,22,6061,easy,1,2.0,2025-08-20 22:10:18
355,1,22,5686,medium,1,3.0,2025-08-20 22:10:18
356,1,22,5718,hard,0,3.0,2025-08-20 22:10:18
357,1,22,5995,medium,1,2.0,2025-08-20 22:10:18
358,1,22,5694,hard,0,2.0,2025-08-20 22:10:18
359,1,22,5668,medium,1,3.0,2025-08-20 22:10:19
360,1,22,5775,hard,0,2.0,2025-08-20 22:10:19
361,1,21,4601,easy,0,2.0,2025-08-20 22:12:01
362,1,21,4786,easy,1,3.0,2025-08-20 22:12:01
363,1,21,5112,medium,1,2.0,2025-08-20 22:12:01
364,1,21,5172,hard,0,3.0,2025-08-20 22:12:01
365,1,21,4549,medium,0,3.0,2025-08-20 22:12:01
366,1,21,4542,easy,0,3.0,2025-08-20 22:12:01
367,1,21,4735,easy,0,2.0,2025-08-20 22:12:01
368,1,21,4671,easy,0,2.0,2025-08-20 22:12:01
369,1,21,4919,easy,0,3.0,2025-08-20 22:12:01
370,1,21,5033,easy,0,2.0,2025-08-20 22:12:01
371,1,23,6643,easy,0,104.0,2025-08-20 22:24:42
372,1,23,6202,easy,1,253.0,2025-08-20 22:24:42
373,1,23,6507,medium,1,2.0,2025-08-20 22:24:42
374,1,23,6448,hard,0,3.0,2025-08-20 22:24:42
375,1,23,6334,medium,1,2.0,2025-08-20 22:24:42
376,1,23,6258,hard,1,2.0,2025-08-20 22:24:42
377,1,23,6217,hard,0,2.0,2025-08-20 22:24:42
378,1,23,6354,medium,0,3.0,2025-08-20 22:24:42
379,1,23,6430,easy,1,2.0,2025-08-20 22:24:42
380,1,23,6618,medium,0,3.0,2025-08-20 22:24:42
381,1,24,4021,easy,0,49.0,2025-08-20 22:35:08
382,1,24,4232,easy,0,153.0,2025-08-20 22:35:08
383,1,24,4073,easy,0,3.0,2025-08-20 22:35:08
384,1,24,4146,easy,0,4.0,2025-08-20 22:35:08
385,1,24,4374,easy,1,4.0,2025-08-20 22:35:08
386,1,24,4425,medium,1,3.0,2025-08-20 22:35:08
387,1,24,4350,hard,1,4.0,2025-08-20 22:35:08
388,1,24,4044,hard,1,5.0,2025-08-20 22:35:08
389,1,24,4262,hard,0,4.0,2025-08-20 22:35:08
390,1,24,4400,medium,1,4.0,2025-08-20 22:35:08
391,1,28,7137,easy,1,7.0,2025-08-23 14:36:58
392,1,28,7961,medium,0,4.0,2025-08-23 14:36:58
393,1,28,8248,easy,0,212.0,2025-08-23 14:36:58
394,1,28,7683,easy,0,3.0,2025-08-23 14:36:58
395,1,28,8133,easy,0,2.0,2025-08-23 14:36:58
396,1,28,8030,easy,0,2.0,2025-08-23 14:36:58
397,1,28,7703,easy,1,2.0,2025-08-23 14:36:58
398,1,28,7442,medium,0,7.0,2025-08-23 14:36:58
399,1,28,8271,easy,0,4.0,2025-08-23 14:36:58
400,1,28,7110,easy,0,4.0,2025-08-23 14:36:58
401,1,28,8249,easy,0,2.0,2025-08-23 14:39:17
402,1,28,8272,easy,0,4.0,2025-08-23 14:39:17
403,1,28,7123,easy,0,1.0,2025-08-23 14:39:17
404,1,28,7151,easy,1,3.0,2025-08-23 14:39:17
405,1,28,7351,medium,0,2.0,2025-08-23 14:39:17
406,1,28,7221,easy,0,2.0,2025-08-23 14:39:17
407,1,28,7627,easy,1,3.0,2025-08-23 14:39:17
408,1,28,7792,medium,1,4.0,2025-08-23 14:39:18
409,1,28,7737,hard,1,4.0,2025-08-23 14:39:18
410,1,28,7909,hard,0,3.0,2025-08-23 14:39:18
411,1,24,4269,easy,0,4.0,2025-08-23 14:40:55
412,1,24,4190,easy,0,5.0,2025-08-23 14:40:55
413,1,24,4256,easy,0,14.0,2025-08-23 14:40:55
414,1,24,4352,easy,0,6.0,2025-08-23 14:40:55
415,1,24,3995,easy,0,5.0,2025-08-23 14:40:55
416,1,24,4009,easy,0,5.0,2025-08-23 14:40:55
417,1,24,4394,easy,0,7.0,2025-08-23 14:40:55
418,1,24,4292,easy,0,6.0,2025-08-23 14:40:56
419,1,24,4272,easy,0,5.0,2025-08-23 14:40:56
420,1,24,4120,easy,0,6.0,2025-08-23 14:40:56
421,1,28,7690,easy,1,3.0,2025-08-23 14:41:54
422,1,28,7326,medium,1,5.0,2025-08-23 14:41:54
423,1,28,8284,hard,0,4.0,2025-08-23 14:41:54
424,1,28,7258,medium,0,3.0,2025-08-23 14:41:54
425,1,28,8071,easy,0,6.0,2025-08-23 14:41:54
426,1,28,8154,easy,0,2.0,2025-08-23 14:41:54
427,1,28,7321,easy,0,4.0,2025-08-23 14:41:54
428,1,28,8314,easy,0,4.0,2025-08-23 14:41:54
429,1,28,7475,easy,0,3.0,2025-08-23 14:41:54
430,1,28,7758,easy,0,3.0,2025-08-23 14:41:54
431,1,28,7787,easy,1,3.0,2025-08-23 15:02:15
432,1,28,7765,medium,0,2.0,2025-08-23 15:02:15
433,1,28,7830,easy,0,5.0,2025-08-23 15:02:15
434,1,28,7300,easy,0,2.0,2025-08-23 15:02:15
435,1,28,7836,easy,0,2.0,2025-08-23 15:02:15
436,1,28,8253,easy,0,2.0,2025-08-23 15:02:15
437,1,28,7701,easy,0,3.0,2025-08-23 15:02:15
438,1,28,7556,easy,0,2.0,2025-08-23 15:02:15
439,1,28,7507,easy,0,4.0,2025-08-23 15:02:15
440,1,28,7766,easy,0,5.0,2025-08-23 15:02:15
441,1,28,7844,easy,1,10.0,2025-08-23 15:03:31
442,1,28,7282,medium,0,3.0,2025-08-23 15:03:31
443,1,28,7589,easy,0,2.0,2025-08-23 15:03:31
444,1,28,7436,easy,0,3.0,2025-08-23 15:03:31
445,1,28,7342,easy,0,2.0,2025-08-23 15:03:31
446,1,28,7740,easy,0,5.0,2025-08-23 15:03:31
447,1,28,7985,easy,1,3.0,2025-08-23 15:03:31
448,1,28,7968,medium,0,4.0,2025-08-23 15:03:31
449,1,28,7177,easy,0,3.0,2025-08-23 15:03:31
450,1,28,8291,easy,0,2.0,2025-08-23 15:03:31
451,1,29,8470,easy,0,63.0,2025-08-23 21:58:20
452,1,29,8427,easy,1,314.0,2025-08-23 21:58:20
453,1,29,8433,medium,1,7.0,2025-08-23 21:58:20
454,1,29,8364,hard,0,6.0,2025-08-23 21:58:20
455,1,29,8333,medium,0,8.0,2025-08-23 21:58:21
456,1,29,8513,easy,0,8.0,2025-08-23 21:58:21
457,1,29,8491,easy,1,8.0,2025-08-23 21:58:21
458,1,29,8494,medium,0,10.0,2025-08-23 21:58:22
459,1,29,8390,easy,0,9.0,2025-08-23 21:58:22
460,1,29,8429,easy,1,6.0,2025-08-23 21:58:22
461,1,20,10067,easy,0,288.0,2025-08-26 00:54:21
462,1,20,8987,easy,0,9.0,2025-08-26 00:54:21
463,1,20,8819,easy,0,9.0,2025-08-26 00:54:21
464,1,20,10080,easy,1,10.0,2025-08-26 00:54:21
465,1,20,9813,medium,0,7.0,2025-08-26 00:54:21
466,1,20,9485,easy,0,6.0,2025-08-26 00:54:21
467,1,20,9862,easy,0,6.0,2025-08-26 00:54:21
468,1,20,9589,easy,0,9.0,2025-08-26 00:54:21
469,1,20,9669,easy,0,10.0,2025-08-26 00:54:21
470,1,20,8951,easy,0,11.0,2025-08-26 00:54:21
471,1,27,10777,easy,0,6.0,2025-09-01 17:31:12
472,1,27,10623,easy,0,6.0,2025-09-01 17:31:12
473,1,27,10818,easy,1,6.0,2025-09-01 17:31:12
474,1,27,10453,medium,0,237.0,2025-09-01 17:31:12
475,1,27,11196,easy,0,7.0,2025-09-01 17:31:12
476,1,27,11190,easy,0,3.0,2025-09-01 17:31:12
477,1,27,10159,easy,0,2.0,2025-09-01 17:31:12
478,1,27,10133,easy,0,2.0,2025-09-01 17:31:12
479,1,27,10667,easy,0,2.0,2025-09-01 17:31:12
480,1,27,10130,easy,0,2.0,2025-09-01 17:31:12
481,1,20,9168,easy,0,226.0,2025-09-01 17:37:26
482,1,20,8907,easy,0,4.0,2025-09-01 17:37:26
483,1,20,9274,easy,1,5.0,2025-09-01 17:37:26
484,1,20,9074,medium,1,3.0,2025-09-01 17:37:26
485,1,20,8663,hard,1,3.0,2025-09-01 17:37:26
486,1,20,9680,hard,1,3.0,2025-09-01 17:37:26
487,1,20,9621,hard,0,4.0,2025-09-01 17:37:26
488,1,20,9216,medium,0,4.0,2025-09-01 17:37:26
489,1,20,9937,easy,0,4.0,2025-09-01 17:37:26
490,1,20,9067,easy,1,2.0,2025-09-01 17:37:26
491,1,23,6123,easy,1,134.0,2025-09-01 18:57:48
492,1,23,6409,medium,0,3.0,2025-09-01 18:57:48
493,1,23,6287,easy,0,27.0,2025-09-01 18:57:48
494,1,23,6280,easy,0,3.0,2025-09-01 18:57:48
495,1,23,6688,easy,0,3.0,2025-09-01 18:57:48
496,1,23,6634,easy,0,7.0,2025-09-01 18:57:48
497,1,23,6563,easy,0,2.0,2025-09-01 18:57:48
498,1,23,6320,easy,0,11.0,2025-09-01 18:57:48
499,1,23,6101,easy,0,2.0,2025-09-01 18:57:48
500,1,23,6439,easy,0,3.0,2025-09-01 18:57:48
501,1,24,4412,easy,0,211.0,2025-09-01 19:07:46
502,1,24,4034,easy,0,2.0,2025-09-01 19:07:46
503,1,24,4011,easy,0,2.0,2025-09-01 19:07:46
504,1,24,4140,easy,0,1.0,2025-09-01 19:07:46
505,1,24,4454,easy,1,2.0,2025-09-01 19:07:46
506,1,24,4084,medium,0,2.0,2025-09-01 19:07:46
507,1,24,4413,easy,1,2.0,2025-09-01 19:07:46
508,1,24,4187,medium,0,1.0,2025-09-01 19:07:46
509,1,24,4082,easy,0,2.0,2025-09-01 19:07:46
510,1,24,4311,easy,0,2.0,2025-09-01 19:07:46
511,1,19,11585,easy,1,209.0,2025-09-02 13:50:26
512,1,19,11576,medium,0,9.0,2025-09-02 13:50:27
513,1,19,11613,easy,1,3.0,2025-09-02 13:50:27
514,1,19,11577,medium,1,4.0,2025-09-02 13:50:27
515,1,19,11586,hard,0,4.0,2025-09-02 13:50:27
516,1,19,11749,medium,1,4.0,2025-09-02 13:50:27
517,1,19,11685,hard,0,7.0,2025-09-02 13:50:27
518,1,19,11624,medium,0,3.0,2025-09-02 13:50:27
519,1,19,11719,easy,0,6.0,2025-09-02 13:50:27
520,1,19,11591,easy,0,4.0,2025-09-02 13:50:27
521,1,21,4504,easy,1,5.0,2025-09-05 08:06:54
522,1,21,5136,medium,0,6.0,2025-09-05 08:06:54
523,1,21,4705,easy,1,7.0,2025-09-05 08:06:54
524,1,21,5082,medium,0,4.0,2025-09-05 08:06:54
525,1,21,5074,easy,0,9.0,2025-09-05 08:06:54
526,1,21,4799,easy,0,6.0,2025-09-05 08:06:54
527,1,21,4862,easy,0,10.0,2025-09-05 08:06:54
528,1,21,4899,easy,0,9.0,2025-09-05 08:06:54
529,1,21,4905,easy,0,7.0,2025-09-05 08:06:54
530,1,21,4813,easy,0,3.0,2025-09-05 08:06:54
531,1,21,15709,easy,1,14.0,2025-10-19 20:39:29
532,1,21,16211,medium,1,6.0,2025-10-19 20:39:29
533,1,21,14639,hard,0,4.0,2025-10-19 20:39:29
534,1,21,15667,medium,1,3.0,2025-10-19 20:39:29
535,1,21,12009,hard,1,6.0,2025-10-19 20:39:29
536,1,21,13124,hard,0,4.0,2025-10-19 20:39:29
537,1,21,15162,medium,0,4.0,2025-10-19 20:39:29
538,1,21,11975,easy,0,4.0,2025-10-19 20:39:29
539,1,21,5119,easy,0,6.0,2025-10-19 20:39:29
540,1,21,14704,easy,0,5.0,2025-10-19 20:39:29
541,1,21,4801,easy,0,7.0,2025-10-20 07:48:03
542,1,21,14206,easy,0,5.0,2025-10-20 07:48:03
543,1,21,13209,easy,1,5.0,2025-10-20 07:48:03
544,1,21,15907,medium,0,5.0,2025-10-20 07:48:03
545,1,21,4583,easy,0,16.0,2025-10-20 07:48:03
546,1,21,12812,easy,1,8.0,2025-10-20 07:48:03
547,1,21,14525,medium,0,4.0,2025-10-20 07:48:03
548,1,21,15830,easy,0,5.0,2025-10-20 07:48:03
549,1,21,16037,easy,0,6.0,2025-10-20 07:48:03
550,1,21,12782,easy,0,6.0,2025-10-20 07:48:03
551,1,21,13469,easy,1,24.0,2025-10-20 08:30:50
552,1,21,13933,medium,1,3.0,2025-10-20 08:30:50
553,1,21,16971,hard,0,23.0,2025-10-20 08:30:50
554,1,21,15148,medium,0,8.0,2025-10-20 08:30:50
555,1,21,13480,easy,0,3.0,2025-10-20 08:30:50
556,1,21,16846,easy,0,7.0,2025-10-20 08:30:50
557,1,21,15861,easy,1,3.0,2025-10-20 08:30:50
558,1,21,13365,medium,0,6.0,2025-10-20 08:30:50
559,1,21,11955,easy,1,6.0,2025-10-20 08:30:50
560,1,21,15968,medium,0,5.0,2025-10-20 08:30:50
561,2,18,17718,easy,0,338.0,2025-10-22 12:47:08
562,2,18,18341,easy,0,13.0,2025-10-22 12:47:08
563,2,18,17482,easy,0,16.0,2025-10-22 12:47:08
564,2,18,18068,easy,1,17.0,2025-10-22 12:47:08
565,2,18,18054,medium,0,11.0,2025-10-22 12:47:08
566,2,18,18344,easy,0,11.0,2025-10-22 12:47:08
567,2,18,17736,easy,0,16.0,2025-10-22 12:47:08
568,2,18,17996,easy,0,27.0,2025-10-22 12:47:08
569,2,18,18088,easy,0,18.0,2025-10-22 12:47:08
570,2,18,17735,easy,0,13.0,2025-10-22 12:47:08
571,2,13,20474,easy,0,10.0,2025-10-26 00:36:11
572,2,13,20138,easy,0,113.0,2025-10-26 00:36:11
573,2,13,19794,easy,0,11.0,2025-10-26 00:36:11
574,2,13,20637,easy,0,9.0,2025-10-26 00:36:11
575,2,13,19602,easy,0,9.0,2025-10-26 00:36:11
576,2,13,19976,easy,0,6.0,2025-10-26 00:36:11
577,2,13,20553,easy,0,9.0,2025-10-26 00:36:11
578,2,13,18725,easy,1,7.0,2025-10-26 00:36:11
579,2,13,19111,medium,0,10.0,2025-10-26 00:36:11
580,2,13,19098,easy,1,8.0,2025-10-26 00:36:11
581,2,10,20821,easy,1,19.0,2025-10-26 00:59:56
582,2,10,20894,medium,0,4.0,2025-10-26 00:59:56
583,2,10,21272,easy,0,4.0,2025-10-26 00:59:56
584,2,10,20982,easy,1,7.0,2025-10-26 00:59:56
585,2,10,20855,medium,0,4.0,2025-10-26 00:59:56
586,2,10,21237,easy,1,4.0,2025-10-26 00:59:56
587,2,10,20914,medium,1,9.0,2025-10-26 00:59:56
588,2,10,21035,hard,1,5.0,2025-10-26 00:59:56
589,2,10,20897,hard,0,6.0,2025-10-26 00:59:56
590,2,10,21308,medium,0,5.0,2025-10-26 00:59:56
591,2,10,21252,easy,0,4.0,2025-10-26 01:08:53
592,2,10,21064,easy,0,4.0,2025-10-26 01:08:53
593,2,10,21199,easy,0,3.0,2025-10-26 01:08:53
594,2,10,20984,easy,0,2.0,2025-10-26 01:08:53
595,2,10,20985,easy,1,2.0,2025-10-26 01:08:53
596,2,10,20831,medium,0,2.0,2025-10-26 01:08:53
597,2,10,21083,easy,0,3.0,2025-10-26 01:08:53
598,2,10,21023,easy,1,2.0,2025-10-26 01:08:53
599,2,10,20894,medium,0,2.0,2025-10-26 01:08:53
600,2,10,21336,easy,0,4.0,2025-10-26 01:08:53
601,2,12,21362,easy,0,6.0,2025-10-26 01:23:00
602,2,12,21361,easy,0,15.0,2025-10-26 01:23:00
603,2,12,21810,easy,1,13.0,2025-10-26 01:23:00
604,2,12,21394,medium,0,4.0,2025-10-26 01:23:00
605,2,12,21813,easy,0,5.0,2025-10-26 01:23:00
606,2,12,21613,easy,0,4.0,2025-10-26 01:23:00
607,2,12,21782,easy,0,5.0,2025-10-26 01:23:00
608,2,12,21358,easy,1,11.0,2025-10-26 01:23:00
609,2,12,21477,medium,1,4.0,2025-10-26 01:23:00
610,2,12,21690,hard,0,3.0,2025-10-26 01:23:00
611,2,15,23059,easy,1,3.0,2025-10-26 02:06:28
612,2,15,22428,medium,0,3.0,2025-10-26 02:06:28
613,2,15,22925,easy,0,2.0,2025-10-26 02:06:28
614,2,15,22662,easy,1,2.0,2025-10-26 02:06:28
615,2,15,22153,medium,0,2.0,2025-10-26 02:06:28
616,2,15,23051,easy,1,2.0,2025-10-26 02:06:28
617,2,15,22034,medium,0,2.0,2025-10-26 02:06:28
618,2,15,22537,easy,0,153.0,2025-10-26 02:06:28
619,2,15,21857,easy,0,2.0,2025-10-26 02:06:28
620,2,15,22584,easy,0,2.0,2025-10-26 02:06:28
621,2,15,22887,easy,0,4.0,2025-10-26 02:09:05
622,2,15,22032,easy,0,3.0,2025-10-26 02:09:05
623,2,15,22193,easy,0,2.0,2025-10-26 02:09:05
624,2,15,22111,easy,1,2.0,2025-10-26 02:09:05
625,2,15,22805,medium,0,2.0,2025-10-26 02:09:05
626,2,15,22779,easy,0,2.0,2025-10-26 02:09:05
627,2,15,22096,easy,0,2.0,2025-10-26 02:09:05
628,2,15,22819,easy,0,2.0,2025-10-26 02:09:05
629,2,15,22420,easy,0,2.0,2025-10-26 02:09:05
630,2,15,22457,easy,0,2.0,2025-10-26 02:09:05
631,2,8,23685,easy,1,78.0,2025-10-26 02:50:35
632,2,8,23714,medium,0,13.0,2025-10-26 02:50:35
633,2,8,23225,easy,1,15.0,2025-10-26 02:50:35
634,2,8,23710,medium,1,101.0,2025-10-26 02:50:35
635,2,8,23599,hard,0,9.0,2025-10-26 02:50:35
636,2,8,23519,medium,0,154.0,2025-10-26 02:50:35
637,2,8,23257,easy,0,11.0,2025-10-26 02:50:35
638,2,8,23606,easy,0,13.0,2025-10-26 02:50:35
639,2,8,23161,easy,1,10.0,2025-10-26 02:50:35
640,2,8,23716,medium,1,6.0,2025-10-26 02:50:35
641,1,19,11686,easy,0,3.0,2025-10-26 23:03:21
642,1,19,11634,easy,0,2.0,2025-10-26 23:03:21
643,1,19,11674,easy,1,2.0,2025-10-26 23:03:21
644,1,19,11597,medium,0,3.0,2025-10-26 23:03:21
645,1,19,11697,easy,0,2.0,2025-10-26 23:03:21
646,1,19,11780,easy,0,3.0,2025-10-26 23:03:21
647,1,19,11714,easy,0,3.0,2025-10-26 23:03:21
648,1,19,11677,easy,0,2.0,2025-10-26 23:03:21
649,1,19,11762,easy,0,2.0,2025-10-26 23:03:21
650,1,19,11807,easy,1,3.0,2025-10-26 23:03:21
651,1,19,11578,easy,1,8.0,2025-10-26 23:05:56
652,1,19,11621,medium,1,2.0,2025-10-26 23:05:56
653,1,19,11645,hard,0,2.0,2025-10-26 23:05:56
654,1,19,11765,medium,0,2.0,2025-10-26 23:05:56
655,1,19,11778,easy,0,2.0,2025-10-26 23:05:56
656,1,19,11623,easy,1,1.0,2025-10-26 23:05:56
657,1,19,11827,medium,1,2.0,2025-10-26 23:05:56
658,1,19,11663,hard,0,2.0,2025-10-26 23:05:56
659,1,19,11721,medium,0,1.0,2025-10-26 23:05:56
660,1,19,11773,easy,1,1.0,2025-10-26 23:05:56
661,1,29,8549,easy,1,14.0,2025-10-27 10:18:52
662,1,29,8455,medium,1,12.0,2025-10-27 10:18:52
663,1,29,8482,hard,1,23.0,2025-10-27 10:18:52
664,1,29,8440,hard,0,20.0,2025-10-27 10:18:52
665,1,29,8516,medium,1,27.0,2025-10-27 10:18:52
666,1,29,8501,hard,1,26.0,2025-10-27 10:18:52
667,1,29,8420,hard,0,16.0,2025-10-27 10:18:52
668,1,29,8436,medium,0,10.0,2025-10-27 10:18:52
669,1,29,8511,easy,1,16.0,2025-10-27 10:18:52
670,1,29,8497,medium,0,9.0,2025-10-27 10:18:52
671,5,8,23415,easy,0,32.0,2025-10-27 13:11:53
672,5,8,23209,easy,0,18.0,2025-10-27 13:11:53
673,5,8,23190,easy,0,31.0,2025-10-27 13:11:53
674,5,8,23379,easy,1,17.0,2025-10-27 13:11:53
675,5,8,23339,medium,0,6.0,2025-10-27 13:11:53
676,5,8,23221,easy,0,4.0,2025-10-27 13:11:53
677,5,8,23406,easy,0,4.0,2025-10-27 13:11:53
678,5,8,23158,easy,0,2.0,2025-10-27 13:11:53
679,5,8,23499,easy,1,3.0,2025-10-27 13:11:53
680,5,8,23614,medium,0,9.0,2025-10-27 13:11:53
681,3,6,1251,easy,0,6.0,2025-10-28 14:25:22
682,3,6,1792,easy,1,6.0,2025-10-28 14:25:22
683,3,6,1148,medium,0,12.0,2025-10-28 14:25:22
684,3,6,1415,easy,0,18.0,2025-10-28 14:25:22
685,3,6,1632,easy,0,5.0,2025-10-28 14:25:22
686,3,6,1974,easy,0,5.0,2025-10-28 14:25:22
687,3,6,1596,easy,1,10.0,2025-10-28 14:25:22
688,3,6,2087,medium,0,15.0,2025-10-28 14:25:22
689,3,6,1524,easy,0,12.0,2025-10-28 14:25:22
690,3,6,1041,easy,0,8.0,2025-10-28 14:25:22
691,3,4,25821,easy,0,44.0,2025-10-28 15:42:56
692,3,4,25841,easy,0,38.0,2025-10-28 15:42:56
693,3,4,25927,easy,1,59.0,2025-10-28 15:42:56
694,3,4,27462,medium,0,29.0,2025-10-28 15:42:56
695,3,4,26029,easy,1,61.0,2025-10-28 15:42:56
696,3,4,27118,medium,1,54.0,2025-10-28 15:42:56
697,3,4,25900,hard,0,65.0,2025-10-28 15:42:56
698,3,4,26646,medium,1,66.0,2025-10-28 15:42:56
699,3,4,25870,hard,1,88.0,2025-10-28 15:42:56
700,3,4,25835,hard,0,50.0,2025-10-28 15:42:56
